sentence,logit,prediction,sentiment_score
"FDA OKs Roche's Alecensa for first-line ALK+ lung cancer,?",[0.12980857 0.23427123 0.63592017],neutral,-0.10446265
"Ad Com next week to clarify development plan for Pfizer's Staph vaccine,?",[0.06847276 0.0078874  0.92363983],neutral,0.060585357
"Pfizer Q3 revenues up 1%; non-GAAP EPS up 10%; revises guidance,?",[0.9462967  0.02349554 0.03020778],positive,0.92280114
"""Pfizer beats by $0 02, revenue in-line"",?",[0.46698067 0.22661412 0.30640525],positive,0.24036655
"Biotech-led selloff engulfs hospitals and Big Pharma,?",[0.01881877 0.91331315 0.06786808],negative,-0.89449435
"Pfizer readying consumer health sale,?",[0.03453567 0.03406073 0.9314036 ],neutral,0.00047493353
"""Glaxo would consider bid for Pfizer 셲 consumer health business, CEO says"",?",[0.1057701  0.01377052 0.8804593 ],neutral,0.091999575
"""Big pharma/biotech players under pressure, Valeant only bright spot"",?",[0.2906038  0.08051717 0.6288791 ],neutral,0.21008661
"U S  Orphan Drug roundup,?",[0.04162756 0.24028662 0.7180858 ],neutral,-0.19865906
"""President Trump at it again with comments on """"out of control"""" drug prices"",?",[0.04916246 0.24603668 0.7048009 ],neutral,-0.19687422
"Pfizer's lorlatinib shows treatment effect in mid-stage lung cancer study,?",[0.11284166 0.02991966 0.85723865],neutral,0.082922
"FDA approves LYRICA CR extended-release tablets CV,?",[0.7761469  0.04009552 0.1837576 ],positive,0.7360514
"""Merck bails on cholesterol med anacetrapib, no regulatory applications planned; shares down 1% after hours"",?",[0.01081515 0.97140944 0.01777551],negative,-0.9605943
"Hurricane-related damage could cause shortages of 40 drugs - FDA,?",[0.01787209 0.9311383  0.05098966],negative,-0.9132662
"California enacts law aimed at corralling high drug prices,?",[0.35850683 0.0343475  0.6071457 ],neutral,0.32415932
"Pfizer mulling potential sale of consumer healthcare unit; shares up 1% premarket,?",[0.87169164 0.06587908 0.06242925],positive,0.8058126
"China to accept out-of-country trial data to speed up drug approvals,?",[0.7713931  0.04502703 0.18357979],positive,0.7263661
"Texas court strikes down Treasury Department's inversion law,?",[0.02540222 0.89477986 0.07981789],negative,-0.8693776
"""Med stocks up early, biotechs lead"",?",[0.43226027 0.23300108 0.33473864],positive,0.19925919
"FDA launches new tool aimed at easier access to adverse event data,?",[0.78152174 0.01516051 0.20331778],positive,0.76636124
"New measures to fight opioid addiction,?",[0.67712265 0.02041484 0.30246255],positive,0.6567078
"Pfizer declares $0 32 dividend,?",[0.05912255 0.6595489  0.2813286 ],negative,-0.6004263
"Pfizer and Merck KGaA's Bavencio OK'd in Japan for rare skin cancer,?",[0.04403757 0.6977314  0.258231  ],negative,-0.6536938
"Versartis' lead candidate VRS-317 flunks late-stage study; shares poised for significant drop,?",[0.01034396 0.9712568  0.01839933],negative,-0.9609128
"FDA's Woodcock says clinical trials system &quot;broken&quot;,?",[0.05205838 0.3927385  0.5552032 ],neutral,-0.34068012
"FDA advisory committee to meet November 7 on development plan for Pfizer's staph vaccine,?",[0.05404412 0.00996112 0.9359948 ],neutral,0.04408299
"Merck KGaA and Pfizer's avelumab OK'd in Europe for rare skin cancer,?",[0.07021494 0.25106725 0.6787178 ],neutral,-0.18085231
"""Pfizer sues J&amp;J over """"anticompetitive practices"""" against Remicade biosimilar"",?",[0.01478277 0.9326345  0.05258278],negative,-0.9178517
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"Ad Com vote split on Pfizer's Sutent for certain kidney cancer patients,?",[0.07971012 0.36928675 0.5510031 ],neutral,-0.28957662
"Ad Comm approaches for expanded use for Pfizer's Sutent,?",[0.07178167 0.00604206 0.9221763 ],neutral,0.0657396
"Xtandi/ADT combo extends survival in late-stage prostate cancer study,?",[0.9195852  0.02254058 0.0578742 ],positive,0.89704466
"Mallinckrodt targeted by Missouri AG over opioid marketing; shares down 14%,?",[0.00950062 0.97165334 0.01884602],negative,-0.9621527
"FDA OK's Pfizer's Mylotarg for certain AML patients,?",[0.04016479 0.09856    0.86127526],neutral,-0.05839521
