sentence,logit,prediction,sentiment_score
"Johnson &amp; Johnson files U S  marketing application for expanded label of blood thinner Xarelto,?",[0.26700628 0.01587373 0.71712   ],neutral,0.25113255
"Imbruvica successful in late-stage study in rare type of blood cancer,?",[0.7063135  0.01699407 0.27669242],positive,0.68931943
"Genmab earns $20M milestone from Janssen on daratumumab advancement,?",[0.8432425  0.06144784 0.0953097 ],positive,0.78179467
"Johnson &amp; Johnson files marketing application in Europe for expanded use for multiple myeloma med Darzalex,?",[0.10006157 0.00845103 0.8914874 ],neutral,0.09161054
"Expanded use of Johnson &amp; Johnson's prostate cancer med Zytiga OK'd in Europe,?",[0.4204792  0.00986832 0.56965244],neutral,0.41061088
"Cost of U S  opioid epidemic tops $500B,?",[0.22383386 0.21934047 0.55682564],neutral,0.0044933856
"J&amp;J wins California lawsuit claiming asbestos in baby powder caused cancer,?",[0.05183606 0.8388122  0.10935178],negative,-0.7869761
"Cytori's generic doxorubicin candidate ATI-0918 matches branded versions in bioequivalence study; shares ahead 4%,?",[0.88893276 0.06168104 0.0493861 ],positive,0.82725173
"""Ionis licenses second antisense candidate to Janssen Biotech, triggers $5M payment"",?",[0.5067096  0.01217906 0.4811114 ],positive,0.4945305
"Johnson &amp; Johnson's Tremfya OK'd in Canada for plaque psoriasis,?",[0.05631897 0.15824154 0.78543943],neutral,-0.10192257
"Achillion readies sale of 18 4M-share J&amp;J stake; shares down 9% after hours,?",[0.0090718  0.97260946 0.01831868],negative,-0.96353763
"Genmab earns $25M milestone from Janssen's first Darzalex sale in Japan,?",[0.8994859  0.02140732 0.07910676],positive,0.8780786
"Zymeworks inks deal with Janssen Biotech to develop six bispecific antibodies,?",[0.8598545  0.01117653 0.12896898],positive,0.848678
"Mallinckrodt's rough treatment after Q3 revenue miss reflects the space - WSJ,?",[0.02315108 0.93342644 0.0434225 ],negative,-0.91027534
"Johnson &amp; Johnson to advance Tremfya into Phase 3 for psoriatic arthritis,?",[0.5985209  0.01014664 0.39133248],positive,0.58837426
"Johnson &amp; Johnson's Stelara successful in mid-stage lupus study,?",[0.46820217 0.03104233 0.5007555 ],neutral,0.43715984
"CMS issues final list of therapies facing expiration of pass-through status for 2018,?",[0.02939826 0.02546594 0.94513583],neutral,0.003932325
"FDA OKs 10 mg Xarelto for reducing risk of recurrent VTE,?",[0.8231633  0.05183213 0.12500462],positive,0.77133113
"J&amp;J's Imbruvica OK'd in Canada for chronic graft-versus-host disease,?",[0.06614145 0.22553639 0.70832217],neutral,-0.15939495
"Biotech-led selloff engulfs hospitals and Big Pharma,?",[0.01881877 0.91331315 0.06786808],negative,-0.89449435
"""AbbVie's risankizumab beats Humira and Stelara in late-stage psoriasis studies; investors unmoved, shares down 5%"",?",[0.0126108  0.97270244 0.01468674],negative,-0.96009165
"Pfizer readying consumer health sale,?",[0.03453567 0.03406073 0.9314036 ],neutral,0.00047493353
"Pfizer to launch consumer health unit sale next month - Reuters,?",[0.08412456 0.00818781 0.90768766],neutral,0.07593674
"""Big pharma/biotech players under pressure, Valeant only bright spot"",?",[0.2906038  0.08051717 0.6288791 ],neutral,0.21008661
"Courts reverse major judgements against Johnson &amp; Johnson in baby powder liability cases,?",[0.02445742 0.93730974 0.03823281],negative,-0.91285235
"FDA OKs expanded uses for J&amp;J's Simponi Aria,?",[0.6587701  0.02210734 0.31912258],positive,0.6366627
"Alcobra up 46% premarket on Arcturus/Janssen deal in HBV,?",[0.82854706 0.13507871 0.03637418],positive,0.69346833
"Johnson &amp; Johnson to acquire Surgical Process Institute,?",[0.03703263 0.01783371 0.9451336 ],neutral,0.019198924
"Johnson &amp; Johnson declares $0 84 dividend,?",[0.04045254 0.09842535 0.8611221 ],neutral,-0.05797281
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"RBC raises price target on Johnson &amp; Johnson to $147 on outlook for pharma business,?",[0.7679818  0.09650665 0.13551153],positive,0.6714752
"Johnson &amp; Johnson gets court reversal of verdict over talc cancer risks,?",[0.3937541  0.38305303 0.22319289],positive,0.01070106
"Johnson &amp; Johnson Q3 revenues up 10%; non-GAAP EPS up 13%; raises 2017 guidance; shares ahead 2% premarket,?",[0.94816035 0.02464693 0.0271928 ],positive,0.9235134
"""Johnson &amp; Johnson beats by $0 10, beats on revenue"",?",[0.24693218 0.05787059 0.69519717],neutral,0.18906158
"""President Trump at it again with comments on """"out of control"""" drug prices"",?",[0.04916246 0.24603668 0.7048009 ],neutral,-0.19687422
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"FDA OKs Johnson &amp; Johnson's Stelara for psoriatic patients as young as 12 years,?",[0.03215507 0.05448455 0.9133604 ],neutral,-0.022329483
"Johnson &amp; Johnson files U S  marketing application for prostate cancer med apalutamide,?",[0.04052342 0.03988839 0.9195882 ],neutral,0.0006350316
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"China to accept out-of-country trial data to speed up drug approvals,?",[0.7713931  0.04502703 0.18357979],positive,0.7263661
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"J&amp;J's single-tablet combo HIV pill successful in late-stage study,?",[0.91727155 0.01785102 0.06487736],positive,0.89942056
"Bayer maintains Xarelto sales outlook despite study setback,?",[0.7702739  0.16685376 0.06287236],positive,0.60342014
"J&amp;J completes Codman sale to Integra for more than $1B,?",[0.03820115 0.02935944 0.9324394 ],neutral,0.008841712
"""Med stocks up early, biotechs lead"",?",[0.43226022 0.23300108 0.33473867],positive,0.19925913
"Merck bails on future HCV drugs; shares down 1%,?",[0.00967871 0.97428054 0.01604074],negative,-0.9646018
"New measures to fight opioid addiction,?",[0.67712265 0.02041484 0.30246255],positive,0.6567078
"Janssen's Darzalex OK'd in Japan for multiple myeloma,?",[0.1237855  0.2095841  0.66663045],neutral,-0.0857986
"FDA launches pre-certification program for developers of healthcare-related software,?",[0.5180553  0.01532713 0.46661758],positive,0.50272816
"""FDA rejects J&amp;J's marketing application for RA med sirukumab, more safety data needed"",?",[0.04059332 0.79197776 0.16742897],negative,-0.75138444
"FDA's Woodcock says clinical trials system &quot;broken&quot;,?",[0.05205838 0.39273855 0.5552031 ],neutral,-0.34068018
"""Pfizer sues J&amp;J over """"anticompetitive practices"""" against Remicade biosimilar"",?",[0.01478277 0.9326345  0.05258278],negative,-0.9178517
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"""State AGs gang up on opioid makers, 41 now in coalition"",?",[0.03301843 0.8327151  0.13426645],negative,-0.7996967
"J&amp;J's Tremfya shows durable effect in late-stage psoriasis study,?",[0.52015406 0.0257691  0.4540769 ],positive,0.49438497
"J&amp;J files marketing application in U S  for expanded use of Zytiga,?",[0.13791716 0.00812364 0.8539592 ],neutral,0.12979352
"Achillion down 10% premarket after Janssen backs out of hep C collaboration,?",[0.01074075 0.97359335 0.0156659 ],negative,-0.9628526
"FDA OKs Tracleer for pediatric PAH patients,?",[0.07355001 0.1315893  0.7948607 ],neutral,-0.058039285
"Mallinckrodt targeted by Missouri AG over opioid marketing; shares down 14%,?",[0.00950062 0.97165334 0.01884602],negative,-0.9621527
"Janssen bails on duvortuxizumab development deal with MacroGenics after neurotoxicity observed in early-stage study,?",[0.07713512 0.1138747  0.80899024],neutral,-0.036739573
